Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618837944,669930594,995436275,794990625,470753334.5,1158785098,1477675125,2031176059,2017823552,2010716168,2082628769,1885510115,1679854654,1505040302,1178931449,842694286.2,183861292.8,193526016,203283360,198140332.8,1878382596,1845240799,1839537439,1841514312,1845203857,1735936450,1660361593,1610758149,1706376276,1666425596,1656880871,1725708072,4306075777,4094555119
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,1000000,2000000,38000000,39000000,43000000,7360000.134,27139999.39,11180000.31,180000.0072,2000000,,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,,,,,,,,,2000000,1000000,,,,,59999.99866,,230000.0042,5159999.847,3220000.029,3789999.962,1049999.952,759999.9905,1690000.057,9109999.657,8079999.924,8619999.886,9170000.076,10739999.77,12510000.23,430000.0072,4880000.114,3859999.895,13869999.89,2519999.981,2049999.952,4929999.828,2549999.952,
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399999.976,
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,,,,310000.0024,100000.0015,,59999.99866,59999.99866,39999.99911,,140000.0006,,109999.9994,109999.9994,340000.0036,569999.9928,569999.9928,140000.0006,159999.9964,,300000.0119,959999.9785,,,19999.99955,1179999.948,,59999.99866,9999.999776,,59999.99866,,,,79999.99821,159999.9964,150000.006,100000.0015,1450000.048,949999.9881,1049999.952,2109999.895,3230000.019,3359999.895,1570000.052,740000.0095,1039999.962,1269999.981,59999.99866,910000.0262,1019999.981,899999.9762,189999.9976,109999.9994,59999.99866,709999.9785,610000.0143,620000.0048,569999.9928,1139999.986,1240000.01,1159999.967,
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,,,,,,,,9999.999776,19999.99955,9999.999776,19999.99955,19999.99955,50000.00075,90000.00358,100000.0015,189999.9976,3289999.962,14250000,19530000.69,5989999.771,4820000.172,3619999.886,239999.9946,730000.0191,879999.9952,-730000.0191,-2539999.962,-3759999.99,-3359999.895,-2720000.029,289999.9917,1960000.038,2700000.048,-1240000.01,-860000.0143,2210000.038,899999.9762,2069999.933,-1970000.029,-5030000.21,-4880000.114,-4000000,-2180000.067,140000.0006,-980000.0191,1860000.014,-11680000.31,7260000.229,4030000.21,1860000.014,15479999.54,1759999.99,2000000,1590000.033,1990000.01,779999.9714,219999.9988,140000.0006,389999.9857,-280000.0012,899999.9762,500000,
"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,,39999.99911,70000.0003,50000.00075,,,9999.999776,250000,720000.0286,889999.9857,889999.9857,1440000.057,1419999.957,1139999.986,1460000.038,
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,,,,,,,,,,,,9999.999776,19999.99955,29999.99933,29999.99933,39999.99911,,,,,,230000.0042,,,,,270000.0107,,,9999.999776,59999.99866,400000.006,230000.0042,109999.9994,,,9999.999776,9999.999776,,50000.00075,79999.99821,180000.0072,189999.9976,250000,370000.0048,680000.0072,460000.0083,1139999.986,469999.9988,560000.0024,189999.9976,170000.0018,159999.9964,200000.003,200000.003,150000.006,129999.9952,119999.9973,170000.0018,150000.006,129999.9952,119999.9973,
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.003,170000.0018,,109999.9994,140000.0006,259999.9905,159999.9964,280000.0012,100000.0015,,,19999.99955,9999.999776,,9999.999776,,50000.00075,
"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,,,,,,,,119999.9973,140000.0006,129999.9952,170000.0018,330000.0131,409999.9964,899999.9762,1039999.962,1539999.962,1950000.048,2069999.933,2230000.019,3410000.086,4119999.886,5130000.114,2890000.105,2299999.952,1860000.014,1429999.948,1519999.981,1950000.048,1950000.048,1110000.014,2269999.981,30430000.31,14039999.96,4550000.191,1409999.967,6590000.153,11689999.58,4449999.809,3900000.095,5489999.771,1100000.024,5710000.038,1309999.943,4159999.847,11319999.69,14510000.23,13180000.31,12960000.04,10319999.69,11060000.42,10279999.73,6969999.79,6559999.943,7619999.886,6820000.172,-319999.9928,2980000.019,3160000.086,5300000.191,8569999.695,1000000,119999.9973,
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276638442.6,285296007.1,189155431.3,137851622,142674569.8,139092209.9,141728184.4,94296932.75,96663319.86,91314450.44,90058008.36,105412463,196798215.7,166815679.1,176833871.5,168288844.9,144019727,414179630.9,353143988.8,371418617.8,,,,
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66666603,,3.743315458,,0.53191489,,3.174603224,11.11111069,15.27093601,23.4146347,20.97560883,19.41747665,18.44660187,20.09569359,20.95238113,21.32701492,24.64455032,26.06635094,20.19230843,19.04761887,15.71428585,20.47619057,17.61904716,17.1428566,18.09523773,19.04761887,19.81132126
"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,4.338415403,4.687638708,3.354641486,2.583872824,1.529159448,1.709742015,1.438382979,1.664114573,1.490641315,1.25437275,0.958772112,1.007923804,1.121503576,0.803256141,0.612679505,0.540233887,0.56207994,0.729633724,0.64140103,0.620116341,0.567298093,2.821789156,2.895644311,2.282484052,3.2790217,2.681716737,1.874671631,2.200192071,2.199727724,1.624155201,1.441858465,1.223862813,1.885118554,2.578692472,2.88283791,0.164731536,0.161500805,0.073349165,0.060603195,0.109566257,0.121948125,0.101428265,0.102765815,0.099926791,1.147019713,1.203399678,1.24287399,1.053450204,1.134864003,1.039727421,1.16616414,1.096306831,0.902738361
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,,,,,,,,,,,,,,,,,,0,0,778560.1829,0,0,-2830892.294,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,,,,,,,,,,,,,,,,,,33.72170997,38.88544892,44.65077605,40.96827133,40.33740831,39.85979381,46.7230249,41.9772118,43.57035928,42.96167247,43.64697301,45.07548526,44.30805938,40.04932735,43.10183271,,,,,,,,,,,,,,33.94495413,32.44929797,34.46088326,28.50758397,26.42850002,21.75362739,19.44853782,19.68287497,20.85317322,23.63732054,19.69345079,19.61514604,22.78698351,21.92607635,19.96687677,18.002185,17.16883975,20.75818396
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,6008790000,6339796769,9483901108,13651773968,14116938313,13509235789,12742231877,12791933179,13034130236,8064535566,9028522138,7620249883,9533869206,12963761314,12330295095,,,,,,,,,,,,,,46334000000,54740000000,60490141391,78062556459,45174562427,57098374720,72779523484,71438958670,64817044407,60033584184,34449182418,29316936939,34569616296,41123518094,35312712054,21914992637,38628351310,65502134507
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,,,,,,,,,,,,,,,,,,27.24224644,27.63157895,28.04878049,29.5404814,22.200489,26.30927835,23.63971718,28.15013405,31.21257485,28.91986063,30.92633115,28.68439971,35.84305408,41.34529148,30.205319,,,,,,,,,,,,,,37.69445552,54.68018721,52.23561265,54.12198434,56.69854303,63.44848337,66.48836849,65.800326,64.61819385,59.97981635,59.11133732,63.40168024,62.33131688,63.36280944,64.76223634,72.53098057,70.16709176,63.93687445
"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,334700000,400900000,353310000,248660000,203020000,134910000,78050000,65510000,76130000,63120000,55620000,42080000,35960000,48770000,53110000,83400000,21060000,23350000,70500000,20720000,100630000,36670000,21570000,17690000,17100000,40580000,54800000,84480000,55800000,68460000,45310000,73200000,74280000,98820000,72740000,73450000,90000000,33860000,107500000,48290000,61180000,42560000,93340000,72570000,101410000,125320000,149690000,162300000,142270000,118650000,74560000,217380000,81960000,99280000,80490000,66860000,70030000,110130000,80140000,94150000,122000000,112830000,
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,,,,,,,,,,,,,,,,,-778560.1829,,,2830892.294,-2088205.814,200667.2185,,,,-1859752.146,,,108266.8507,,,,,,,,,,,,,,,,166150.1406,,,-1429752352,-8253949.888,,,,,,,,,,,
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,-1435820350,-2589071838,-246803578,1816831490,1781126363,1477290256,1468635149,1572829659,2180476550,-1300848163,1522761522,68472692.64,424784809.2,3355174104,4698239987,,,,,,,,,,,,,,24201000000,31947000000,30125606755,32476308402,-909806577.2,9943077525,17000013501,12805677995,2923291765,-7677836863,-25384908362,-27449490181,-22402635934,-15701394555,-15707643325,-17445134688,-2451655745,22441022513
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-2325189757,-3539675737,-1631862143,249123767.1,89902046.18,-183136955.3,-85198797.21,74447538.07,1014757946,-2229964663,141244636.7,-2039640899,-1081019510,1420261029,2366713357,,,,,,,,,,,,,,21180000000,28923000000,30353590751,33954307487,431665235.5,12220267767,17673868500,12092476753,1187894323,-9264322929,-27037635153,-26204046337,-22067518024,-16905642521,-16954294029,-18187037296,-4514563815,19035961963
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,,,,,,,,,,,2000000,1000000,2000000,1000000,,34000000,3000000,5546501.184,252149.5752,15571203.66,33616073.18,14597497.19,11323569.18,14617440.7,14648706.95,2386729.782,-5316528.378,15052348.15,4902982.93,8148718.494,4688803.899,50289952.16,1000,1000,1000,1000,1000,1000,1000000,7599999.9,13699999.9,9300000,98569999.9,28320633,245449809,55000000,79000000,146991412,317852370.2,214423168.7,219233069.8,533917666.8,-41442162.36,-271748342.2,-18570948.67,101122294.4,46540881.72,-8566424.89,846211528.1,31148435.45,14605376.08,-51780109.91,70566793.11
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,964608.9016,1260747.876,2335680.549,260589.7146,1158531.523,1306565.674,1044102.907,602001.6556,1193364.891,212661.1351,412393.1,676273.5075,1182878.491,1339658.257,,,,,,,,,,,,,,,2000000,15000000,10547283.08,10163263.96,17088438.14,92466206.42,90367205.16,137274934.9,162112437.3,143997401.9,250010594.1,152897904.4,147268735.1,115089900.8,143098650.4,133392700.5,202987326.1,122677213.9
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,7732304955,9254645858,10198878876,12311300476,12809651343,12560015827,11952890079,11817894500,11385098850,9914687441,8071151556,8022125415,9604841916,10106493528,8024901376,,,,,,,,,,,,,,24640000000,25357000000,33203745438,49068105704,49019123186,50644656909,59387305190,62382252618,65666477896,71264766579,63290234977,60196342367,60083478506,60088713451,54258989925,42347048720,44302215236,46616835909
Cereal yield (kg per hectare),AG.YLD.CREL.KG,,346.2,814,803.8,530.2,606.3,403.9,631.4,705.2,614.9,637.5,587.8,671.7,493.7,497.9,845.2,690.5,410.9,586.1,561.5,760.4,646.2,593.3,579.5,547.4,912.5,837.2,759.9,574.1,760.4,687.7,1114.6,943.3,741.7,749.4,829.5,1337.8,779.8,846.3,1069.9,883.3,1106.9,1058.6,1470.3,1344.1,1500.8,1503.7,1253.5,1034,1653.9,1474.3,1643.3,1677.6,1813.1,1369.2,1400.2,1020.4,990.3,1952,1767.4,1520.4,1433.7,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,28.93,30.88,31.39,27.2,31.35,19.15,21.36,28.35,25.54,26.33,27.12,23.7,21.77,23.53,26.4,23.68,17.67,17.85,20.87,22.93,23.2,18.67,19.2,21.27,28.76,28.9,27.39,23.85,27.55,24.79,33.05,35.92,32.03,27.54,33.02,43.26,30.82,36.34,39.35,30.95,36.67,37.64,49,54.54,55.85,59.16,51.52,52.87,72.36,74.96,83.53,88.72,98.82,94.93,101.74,103.33,104.4,115.36,121.01,120.95,108.76,
Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308984.424,,,,,,,,,,2307182.974,,,,,,,,,,,,,,,2305478.23,,,,,,,
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28470418,0.209345039,0.449797577,0.366150708,0.379113093,0.277568039,0.418198359,0.410531263,0.572265755,0.737982718,
Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,257,800,1916,3008,1084,1403,3029,1031,947,642,539,670,397,217,255,472,339,505,236,267,256,147,107,110,86,60,33,,26,,
Voice and Accountability: Percentile Rank,VA.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,12.4378109,,14.42786026,,18.9054718,18.9054718,23.55769157,25.48077011,22.59615326,20.19230843,20.67307663,17.53554535,18.48341179,20.18779373,22.53521156,23.94366264,25.12315178,24.63054276,23.64532089,23.15270996,21.35922241,19.8067627,19.32367134,20.77294731,21.73913002
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,37.42325581,43.3851468,47.60638298,43.7186223,43.18848168,42.02608696,48.93432067,44.16784203,45.35255162,45.36794767,46.82316119,47.33861835,46.13027877,41.57821229,45.18127979,,,,,,,,,,,,,,34.50932685,33.12101911,35.10982297,29.08766513,28.25835093,22.053445,19.89368426,20.66825641,21.25681501,24.15797554,20.05036311,21.41193331,23.44644426,22.19312927,21.08199642,18.30916287,17.50656709,21.12635423
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,19.25581395,19.25734024,23.28605201,24.81027437,16.70157068,22.30434783,20.0257566,24.40056417,28.39890923,24.93867539,25.89984351,25.10381276,33.20452664,39.10614525,26.83807598,,,,,,,,,,,,,,36.65855637,53.74203822,51.33615202,53.18844425,53.70044589,62.94471506,65.72133997,64.08819176,63.93333042,59.09829897,58.37029567,60.04919972,61.24117618,62.91657965,62.79426091,72.06257181,69.58025021,63.29725344
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1.147081315,1.61909989,,,,,3.187379266,5.434181416,7.705273296,10.57330322,10.20489755,18.25647282,10.82908472,6.129559121,5.625793782,6.440314419,4.665325054,5.146257793,8.577506347,1.773879083,2.763479235,3.452163469,2.016403099,8.310809876,5.178307336,6.424035623,10.78210143,10.49924671,9.236194291,8.832208073,8.954859723,7.892766579,7.232857332,6.403806856,6.450305572,4.019005264,3.3288273,0.38486306,0.200913748,0.066645987,0,0.006205767,0.140300361,2.82E-05,0,0.11894189,6.94E-06,0.133381187,0.000497117,0.000286711,0.00077505,0.055734315,0,0.03554221,0.715763651,0.061627788,0.045032148,2.548709925,3.069115205,3.714208182,3.714208184,,
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,0.127453479,0.137211855,,,,,0.579523503,0.414823009,1.119672526,1.398300527,2.07896052,1.769101723,3.026209976,0.401955689,2.614384665,1.688491869,1.158313469,0.018300568,0.932753946,0.654558948,0.8483316,2.085588082,1.191019774,0.961427652,0.679413843,1.530461658,1.444542109,1.309434617,1.35163789,2.104233139,1.966674412,2.379478024,3.472442089,5.022840364,2.676626456,2.83644228,5.333044904,6.190213603,7.328577742,8.802861148,7.687950067,6.338630325,5.388375668,5.020871105,2.872897177,6.895820499,4.062228842,3.861631857,3.847839131,3.737476716,4.629163429,4.887154591,5.616045254,4.452251152,5.499417966,5.023352873,6.258169493,7.193967719,6.531517154,5.092246469,5.092246475,,
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,94.44302829,94.18221734,,,,,92.72376046,89.50497788,85.64892849,83.00527052,82.49875062,74.20959397,80.46392517,90.55245044,84.56535428,88.60486098,93.13564233,94.06008456,89.95625871,96.16257719,95.34953989,90.60861115,94.38160734,88.88304141,91.65443673,89.61783251,86.60038773,86.06741992,85.1038872,85.14101955,84.32162414,86.70898115,84.62273101,84.44260196,85.84748994,84.93209721,79.32749892,85.47918,84.96548977,83.18931575,84.31386281,83.98873794,84.40334025,86.40714061,89.60415847,84.32006553,87.64521731,85.79812313,86.37977678,84.82883864,82.25198508,81.51594603,80.66205307,80.30363151,77.85261363,79.19693164,78.02087859,74.50637896,73.17395372,74.37909544,74.37909546,,
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,,,,,,,5.603517884,,7.58600935,7.64414706,6.741344431,8.56580537,,3.255305701,2.006315856,2.18087814,0.876876967,0.656684709,0.566419766,0.400369074,0.315613851,0.50527334,0.7741048,0.733532159,1.546696865,1.511085226,1.365277853,1.725662056,,,,,2.274015025,2.853117353,2.179901311,3.033716256,5.112972857,1.94796086,1.835035899,2.13071409,1.445394133,1.859602499,2.473116916,1.341945579,1.223391908,0.954575075,1.051026598,0.941062015,1.040646364,0.867917629,0.80711881,0.896556731,0.898546405,0.866851296,2.033760412,3.141128074,3.29924527,2.67130147,,,,,
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,,,,,30.96960498,,16.09081253,20.54700706,19.98327498,12.35276361,,12.29658517,3.882369284,4.070764137,3.053120327,2.289471632,2.409578027,1.136448246,0.770226833,0.931555184,0.623873045,0.33879592,0.405205815,0.550602798,0.335035799,0.364621786,,,,,0.727504839,0.979174708,0.400567079,1.1797134,1.223454138,0.268184668,0.341639302,0.223124461,0.163458381,0.148606444,0.231638366,0.209587695,0.193619707,0.153082861,0.160467556,0.163014154,0.160304782,0.257257543,0.560649358,0.488433082,0.445064971,0.614279704,0.539747162,0.681904273,1.102852967,1.001178365,,,,,
Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.756045817,4.756045817,4.756045817,2.243670041,2.959419205,4.477867848,5.494870228,2.285896448,2.779652855,3.766795445,2.216492384,3.246461639,3.705596922,2.158900155,2.142882813,1.751138878,1.276987346,0.908815387,0.74903074,0.660539534,0.458048583,0.525561763,0.54627068,0.828352299,1.923660968,4.463410349,6.051154243,3.948753783,3.948753783,3.948753783,3.948753783,3.948753783,
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,1469340509,1900451348,2331787748,2578274636,2592561842,2570450203,2278023722,2448140066,2441624567,1915226183,1346257275,1239271203,1116505865,1164497940,1008830515,,,,,,,,,,,,,,4542000000,4533000000,6357795646,10484250655,11158764683,11489013635,12034434292,10469965825,10275706652,11242734669,10515018740,10394480707,10792752175,11429525985,9432716817,7149010861,6435187357,7310851091
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1259900000,1010600000,,,701000000,,638600000,635500000,807300000,994300000,1242700000,1221240000,1472960000,2407460000,4246620000,6014920000,5338260000,7053310000,8600550000,8402650000,10558880000,11266980000,10737860000,10395430000,10481747480,9843540000,9228070000,7042270000,7462509000,9225549000,9679131000,7683286000,8647869000,8761206000,9570628000,10782446900,9105615000,8692345628,9403615533,9172862989,9012460879,9738670547,11807676735,13582615141,18154777835,19834693921,21359452266,27270680921,39448841252,39283693897,40448774580,47246186310,50349199817,54849490324,56575635090,49725081602,47777615496,50125424523,49630603544,35198875701,32461764827,,
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.59528534,2.23629527,,,2.7532097,,1.612903226,1.353265146,1.994301994,2.574675651,2.04393659,2.110150339,2.244460135,2.421639404,1.54829017,0.850551628,0.787147872,0.313328069,0.201731285,0.743455934,0.908145561,0.915507084,0.794478602,0.843255161,0.881289552,1.013964488,1.260501925,1.803963779,1.155857902,1.603319217,1.757017236,2.488115111,3.582859546,3.227284006,3.93780847,2.828830717,2.30104172,3.55249232,2.183464043,1.460335319,1.429004527,1.740242492,3.207117475,3.328890801,2.580524374,2.423080275,2.598045512,1.869458084,2.132322513,3.292552374,2.915767477,3.089143539,2.922177956,3.3254784,2.648074818,2.669024623,2.967684315,5.661558305,6.806813068,6.740071933,6.74007193,,
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,6.03222478,3.789827825,,,6.433666191,,2.599436267,6.703383163,4.719435154,3.872070804,4.417799952,4.716517638,4.914593743,6.862834689,7.540114256,5.619692365,5.629362377,4.718635648,4.250193302,6.096291051,6.925829255,8.607719194,9.049568536,9.932441467,8.641965833,7.425072687,8.345515368,10.37733572,7.997846301,9.223526968,6.323201949,7.182135352,7.263303827,8.611303056,11.24752733,12.00942521,13.5409415,13.19299866,14.45797418,16.38439908,16.21386236,16.60238666,17.90422207,20.46382725,23.86720184,25.77721745,25.37522717,25.93159439,27.99866931,28.73862622,26.96345053,29.02919227,31.68520945,30.6738803,30.97057204,33.0001787,34.80196646,41.87863028,44.12126705,44.57700323,44.57700324,,
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,1.219886631,,1.383876059,1.685509628,1.918104087,1.767090786,,1.727144689,1.65537649,1.662018924,1.216111861,1.446582772,1.278208567,1.592507809,1.716074289,1.707943283,1.170500006,1.443804724,1.590018147,2.058004472,2.204796749,2.905523988,,,,,2.190147105,1.746879228,1.459324206,1.570858828,1.345436259,1.099465562,1.349943326,1.220347283,1.199678666,1.379415313,1.306027067,1.179548331,1.319269563,1.525532457,1.782307082,1.856981918,1.597808035,1.3773437,1.526071111,1.651939703,1.566037768,1.530336225,1.419204516,1.535135882,1.612840492,1.47471991,,,,,
